date,stock,ROC,RSI,MA_ratio,Volatility,Momentum_score
2025-07-09,ADANIENT,0.022079772079772075,73.81231671554251,1.0179430289264053,0.01329249500488916,
2025-07-10,ADANIENT,-0.0020106720284587265,71.03426395939083,1.0164172253562318,0.012843038908042498,
2025-07-11,ADANIENT,-0.0331028228092054,63.81013061484544,1.015289268685249,0.012566168999685797,
2025-07-14,ADANIENT,-0.01454531572115747,62.49587322548696,1.0150154038771058,0.012314991816497145,
2025-07-15,ADANIENT,-0.009001449385918181,61.90476190476188,1.0152245927739578,0.01115169564815703,
2025-07-16,ADANIENT,-0.008250323169340712,54.46893787575152,1.016128330313269,0.010653731313478243,
2025-07-17,ADANIENT,0.0020680147058824705,42.4810126582278,1.0173386431670224,0.009707931712927739,
2025-07-18,ADANIENT,-0.001154245700434764,43.90371533228672,1.017481625836066,0.00987790509268555,
2025-07-21,ADANIENT,0.016847172081829065,49.457802923149416,1.0188266812104905,0.009856678979248731,
2025-07-22,ADANIENT,-0.0013506734071700999,40.994052676295766,1.0192673606804705,0.010068452571087967,
2025-07-23,ADANIENT,0.012195121951219523,50.678733031674255,1.019759021786513,0.010137086453447205,
2025-07-24,ADANIENT,0.010616040294459506,51.9611978068326,1.0194875708268565,0.008794919481475824,
2025-07-25,ADANIENT,-0.00336108179935124,45.22760646108665,1.017642362354394,0.00848396396014632,
2025-07-28,ADANIENT,-0.02285670011234653,37.89473684210527,1.015886045199511,0.008523613660988263,
2025-07-29,ADANIENT,-0.019359556616118767,44.194508766126376,1.0140703738025652,0.008922183707477492,
2025-07-30,ADANIENT,-0.02898217366302469,42.372343799555985,1.0119072791461876,0.008907358237276715,
2025-07-31,ADANIENT,-0.07104639608652452,33.80566801619432,1.0088228910971142,0.012367685285615713,
2025-08-01,ADANIENT,-0.09444936635722812,24.53580901856759,1.0054509874078816,0.014002572526926793,
2025-08-04,ADANIENT,-0.09769039893109377,23.828647925033437,1.0027310080802634,0.01415342988467089,
2025-08-05,ADANIENT,-0.10031687147383894,20.388759771814847,0.9992278545375547,0.014139277286071035,
2025-08-06,ADANIENT,-0.12017594186268876,17.92739809369293,0.995347064152407,0.014208764094243346,
2025-08-07,ADANIENT,-0.13747891427695136,16.899254444656805,0.9910927440417441,0.014607429243829696,
2025-08-08,ADANIENT,-0.14587663228892989,11.375568778438861,0.9862374416704769,0.015652543206873638,
2025-08-11,ADANIENT,-0.09471514094279032,26.403100775193778,0.9821681616503543,0.019815787401254035,
2025-08-12,ADANIENT,-0.10192707720083216,23.816401861659415,0.97743335744894,0.019693072368530497,
2025-08-13,ADANIENT,-0.09980654585652815,23.740201567749125,0.9725245015476968,0.019561298867904076,
2025-08-14,ADANIENT,-0.061340354630353366,26.376913601970756,0.9675718323522208,0.019505467897487604,
2025-08-18,ADANIENT,-0.007358883831724117,34.07594936708857,0.9638790318521012,0.02057981074101023,
2025-08-19,ADANIENT,0.01049246911490953,37.17226958340035,0.9607495722514857,0.0213428221850226,
2025-08-20,ADANIENT,0.02529851387337856,38.009868421052616,0.9584676895645498,0.021279445755619717,
2025-08-21,ADANIENT,0.03343042211885394,44.812875702928054,0.9552738129845351,0.021018086939302662,
2025-08-22,ADANIENT,0.03338074495510712,47.337156902908646,0.9512536622802431,0.021366758173638763,-0.7930247438131562
2025-08-25,ADANIENT,0.05729764473623811,43.8994974874372,0.9478452540957981,0.021024041628687762,-0.7376736222480476
2025-08-26,ADANIENT,-0.004992554961898987,44.300202839756615,0.9448739731956832,0.02106948032286845,-1.0244160044961255
2025-08-28,ADANIENT,-0.005681321562800434,47.32009395686522,0.9409893421238902,0.020827929666096475,-0.9547995651537607
2025-08-29,ADANIENT,-0.01552563484057723,49.4311844746821,0.9367856236998907,0.020904157444725454,-0.9688552481877029
2025-09-01,ADANIENT,0.0011395511921459267,62.7493391011776,0.9348510181581888,0.01985510722260304,-0.5763600808685718
2025-09-02,ADANIENT,-0.0254542338018513,48.56608478802988,0.9346162438816337,0.018577240631888838,-0.8420379342759898
2025-09-03,ADANIENT,-0.041743426561715036,50.07564296520423,0.9344865966095298,0.01859753076439171,-0.8504690797368131
2025-09-04,ADANIENT,-0.045368857609651814,49.80439362022273,0.9352074951256253,0.018340380683962338,-0.8065278952707386
2025-09-05,ADANIENT,-0.040299512030960716,49.97000599880026,0.9366990752765104,0.018157327639062273,-0.7179041038138309
2025-09-08,ADANIENT,-0.006021764376962446,46.34930845931169,0.9400603955589862,0.01763133976358291,-0.5321982811865063
2025-09-09,ADANIENT,0.003777845325459106,35.04672897196254,0.945382617589262,0.015800415360310308,-0.513862079687683
2025-09-10,ADANIENT,0.030017605633802846,41.74586413234772,0.9487224737016173,0.011958861121402386,0.01401863633901923
2025-09-11,ADANIENT,0.054324894514768074,53.24519230769237,0.9527452845429278,0.013086901723765107,0.2982625222659066
2025-09-12,ADANIENT,0.06562124114581014,61.677688827010094,0.9569298565815096,0.01307087217731163,0.5220082141844271
2025-09-15,ADANIENT,0.04342877156115943,64.69514421321652,0.9608392962342711,0.013136498762713777,0.4831376123334572
2025-09-16,ADANIENT,0.05505232609269206,74.59459459459465,0.9637929133995311,0.012278301731022007,0.7584963210680056
2025-09-17,ADANIENT,0.04950408528859196,74.53560371517035,0.9654677859245084,0.011132071104940376,0.7904503909161631
2025-09-18,ADANIENT,0.05406354221520093,84.5107503290918,0.9672967273035604,0.011130453766366382,0.9448581472282966
2025-09-19,ADANIENT,0.1063382133777504,88.6275773195877,0.970823702991526,0.015769433402083692,0.9239049594229232
2025-09-22,ADANIENT,0.137868362975464,93.76693766937676,0.9767630656575063,0.01683778684442056,1.0398979200184948
2025-09-23,ADANIENT,0.15781277037549768,94.22769792379654,0.9835634642137828,0.01659691623438764,1.1234867010564344
2025-09-24,ADANIENT,0.11947696778053185,85.15463917525773,0.990468362102606,0.017193178250012733,0.8324392309666834
2025-09-25,ADANIENT,0.07403701850925448,78.05249144161277,0.996900826446281,0.017968832087177308,0.5620420428751787
2025-09-26,ADANIENT,0.06341973244147159,72.00378071833644,1.0036483917496992,0.017928143621375438,0.5049026680131607
2025-09-29,ADANIENT,0.052907610975916786,67.5911111111111,1.009226402588665,0.01825058668154284,0.4435201863432655
2025-09-30,ADANIENT,0.04438609652413095,65.4139534883721,1.0148047847359831,0.018183833923133157,0.4393353602468164
2025-10-01,ADANIENT,0.07939217318900904,67.13805904189496,1.0213576424931925,0.019355409280267223,0.5802046008271704
2025-10-03,ADANIENT,0.0782264779350541,67.61616521274703,1.0278138953354798,0.019273916136748368,0.6378827842469945
2025-10-06,ADANIENT,0.01961172741679884,66.69007901668131,1.034245582947655,0.0194567446888195,0.4469305847029895
2025-10-07,ADANIENT,-0.03320022818026247,62.209302325581376,1.0396337602436823,0.019807068329500507,0.21332782337163023
2025-10-08,ADANIENT,-0.05690479748916466,60.169915042478756,1.0442861285741905,0.019967897802718355,0.12197744457522525
2025-10-09,ADANIENT,-0.02954424001832201,61.34820562560622,1.0483230613742958,0.019895587048273055,0.2694033063157478
2025-10-10,ADANIENT,-0.009897531439217566,52.66283904177392,1.0514650194172248,0.019289574657372157,0.2843997487486553
2025-10-13,ADANIENT,-0.006407988363407502,37.934294493027664,1.0543336432899393,0.01944756585985201,0.1141181696101006
2025-10-14,ADANIENT,0.002988643156007109,29.38437661665803,1.0563569966137427,0.019457090903511522,0.04858394167449548
2025-10-15,ADANIENT,0.010734666187796726,37.42047426257953,1.057532111235815,0.019452848215231168,0.1783405462194634
2025-10-16,ADANIENT,-0.01353801056813353,47.12713936430315,1.0590580101096456,0.019507767708029467,0.20800469084112766
2025-10-17,ADANIENT,-0.01563766940808531,50.941526263627395,1.0601701571331283,0.019549622550313266,0.24225686677157834
2025-10-20,ADANIENT,-0.00986982708373818,57.153446997776115,1.0584962132486688,0.016017751293054272,0.553059491468112
2025-10-21,ADANIENT,0.003028872630005619,58.208955223880594,1.0542350766733664,0.012758244636583095,0.8045735343315743
2025-10-23,ADANIENT,0.008597123727269285,37.34484619535899,1.0483629594181016,0.011924103346352816,0.5911716925053938
2025-10-24,ADANIENT,-0.015025173064820763,30.879071842927274,1.0440910202681297,0.011570166625398344,0.42962689650518526
2025-10-27,ADANIENT,-0.02277627504018187,31.583751711547308,1.0406280829752577,0.01108630641691798,0.434015329182033
2025-10-28,ADANIENT,-0.0130568964152884,37.38120380147843,1.037795845585679,0.010780236402385929,0.5557685160269701
2025-10-29,ADANIENT,0.008104886769964237,53.10312645823616,1.0361982935451668,0.011083548199949719,0.7788054909112372
2025-10-30,ADANIENT,-0.002329437776373955,46.24697336561743,1.0349937981135182,0.011126209771984936,0.6150417427207819
2025-10-31,ADANIENT,-0.029949953081013447,35.67035670356701,1.031939246171737,0.008562500658957972,0.4945449261415605
2025-11-03,ADANIENT,-0.032321330509139434,37.116040955631384,1.0287677687705847,0.008592814629530121,0.43623677687076323
2025-11-04,ADANIENT,-0.05035124210195818,32.07964601769913,1.0252852065210054,0.00934542132778961,0.18475918315625078
2025-11-06,ADANIENT,-0.0923957802266755,19.728456636187275,1.0207380901820937,0.012921277075428726,-0.4369518258863062
2025-11-07,ADANIENT,-0.0692905962762197,25.945807770961167,1.0170411854058854,0.01437354537025418,-0.4078433645275643
2025-11-10,ADANIENT,-0.05331043846338157,26.74993494665621,1.0127378339750865,0.014197628572587169,-0.35571353633422564
2025-11-11,ADANIENT,-0.050545571245186105,26.570173171362086,1.0082478185926464,0.014116640758689243,-0.38730702940739364
2025-11-12,ADANIENT,-0.00396889031430403,43.49642004773266,1.0054195227611042,0.018396478949364282,-0.2542352925957321
2025-11-13,ADANIENT,-0.019389926696618653,44.26751592356683,1.003177744141439,0.018384331752958897,-0.3469426373945158
2025-11-14,ADANIENT,-0.003996992362182872,51.28729055986926,1.000889769507712,0.018520792750939385,-0.20548877168379776
2025-11-17,ADANIENT,-0.007658202337767039,47.109609609609585,0.9975642125496672,0.018968148334935618,-0.3408239926695667
2025-11-18,ADANIENT,-0.012241588974462814,44.82386772106398,0.9940281969599851,0.019061781496585366,-0.4298141061165571
2025-11-19,ADANIENT,0.005496322010083432,39.91491007542059,0.9905030992807352,0.019058731436858444,-0.43709402451537427
2025-11-20,ADANIENT,0.056950265739100336,42.22478829869128,0.9873423823315566,0.0191231991479138,-0.1838519735490394
2025-11-21,ADANIENT,0.02232632734025497,44.10050251256283,0.9839867492045349,0.019202677912515075,-0.35835235231153706
2025-11-24,ADANIENT,0.012021765723204014,43.30833004342674,0.9814149046615778,0.019000202677611905,-0.43313033981002036
2025-11-25,ADANIENT,-0.014323136724691654,41.73482975080844,0.9787251463584383,0.019847511128587094,-0.6681981953583211
2025-11-26,ADANIENT,-0.06822298249144698,50.0798904359735,0.9757279876752348,0.019851585949821556,-0.8345258998386076
2025-11-27,ADANIENT,-0.09372236958443847,37.08803611738146,0.9710586810689813,0.019819774858903443,-1.1492912939366495
2025-11-28,ADANIENT,-0.09400826446281008,40.30841721996144,0.9670264797420033,0.020175730266660884,-1.141037940588306
2025-12-01,ADANIENT,-0.08123476848090982,39.11055694098086,0.9637058988942845,0.01995142995760755,-1.0993083403175927
2025-12-02,ADANIENT,-0.08092580433355234,18.26898160145116,0.9603819526524578,0.019987859365448737,-1.3933871222516534
2025-12-03,ADANIENT,-0.09999589001685083,15.462962962963005,0.9583268278200285,0.020117964345049325,-1.506484632822811
2025-12-04,ADANIENT,-0.09329136175953556,15.36500579374271,0.9595723266356334,0.018259961123028898,-1.3126059428517711
2025-12-05,ADANIENT,-0.06477314948602575,26.8269684111268,0.960666745391541,0.018089288573267717,-1.0147367566824654
2025-12-08,ADANIENT,-0.07627542514171393,25.39045069165546,0.9606787981393435,0.018596589612927872,-1.0963422269277259
2025-12-09,ADANIENT,-0.037592695786360486,30.158394931362167,0.9607949485357914,0.018949811587830323,-0.8831269800397488
2025-12-10,ADANIENT,-0.04466522678185747,26.269985832827345,0.9578113857953594,0.014591948396803143,-0.6610420167758027
2025-12-11,ADANIENT,0.0100665188470066,36.521252796420534,0.9553072717664896,0.01657522464981168,-0.4461543541645628
2025-12-12,ADANIENT,0.0009648276466978079,38.725868725868736,0.9522356625762874,0.016233494261718388,-0.43555232462049526
2025-12-15,ADANIENT,0.007471264367816088,44.06854130052723,0.950921627554163,0.01573981807316707,-0.2919259346397456
2025-12-16,ADANIENT,0.003706018931952215,42.83578902412984,0.9497025598507616,0.015830721378190558,-0.3136180428545079
2025-12-17,ADANIENT,0.019499497671020105,47.34481944772244,0.9482254732002179,0.01583327397605036,-0.1667210713634751
2025-12-18,ADANIENT,0.005139997294738352,43.66442618869808,0.9461805989733125,0.01569076484391378,-0.2518717906427754
2025-12-19,ADANIENT,-0.011653571113269257,47.07527975584943,0.9446055308819412,0.015760108620680318,-0.25538312391204676
2025-12-22,ADANIENT,0.021342839093944743,53.02302049076653,0.9439706653399733,0.016031315613838783,0.04206425951069777
2025-12-23,ADANIENT,0.0016034206306789756,58.189894503053864,0.944599785880723,0.014968352405480228,0.14073579097999483
2025-12-24,ADANIENT,0.005018990775908838,50.670016750418725,0.9450802186756552,0.0150760275208285,0.05029158467730058
2025-12-26,ADANIENT,-0.020986082451595833,44.416483170808434,0.9468403984111486,0.014005478151967848,-0.10930235426815699
2025-12-29,ADANIENT,-0.03470031545741337,47.79959377115775,0.947852309067107,0.013949162982866085,-0.09746682098757017
2025-12-30,ADANIENT,-0.028171486243363186,44.51241453760346,0.9496071398867166,0.013944825875605504,-0.08847469193687157
2025-12-31,ADANIENT,-0.0036478491036079363,55.21722985518007,0.9521117951641657,0.01403466674218128,0.33375128633359025
2026-01-01,ADANIENT,0.012318029115341522,46.04026845637589,0.9559487129618256,0.013129322196650035,0.3563577919284289
2026-01-02,ADANIENT,0.022652850670614066,49.45515507124897,0.9594794131000006,0.012977684480029512,0.5348229626310756
2026-01-05,ADANIENT,0.018088432335864324,50.12744265080712,0.9619710524962722,0.012098078715669642,0.5944273855066309
2026-01-06,ADANIENT,-0.0019438922023415905,52.49110320284692,0.9649168004163199,0.0111720474267764,0.5960154836942748
2026-01-07,ADANIENT,0.01125044468160774,59.26916221033862,0.9673540095431309,0.010895153025754788,0.8616708578330234
2026-01-08,ADANIENT,-0.003914158455931904,47.28048346960538,0.9697450965849014,0.012007117046495425,0.4073814721006876
2026-01-09,ADANIENT,-0.03417193596125401,37.14974389876472,0.970282375194802,0.01132906106030212,0.015160915850284784
2026-01-12,ADANIENT,-0.014342774146695714,35.87457731324936,0.9708703524322372,0.011552237694181624,0.1109361989125705
2026-01-13,ADANIENT,-0.025375897412742043,36.05189990732163,0.9709757216357104,0.01157781670520917,0.040695442937899784
2026-01-14,ADANIENT,-0.03857659507969802,38.54029062087196,0.9715700513028194,0.011287177288070953,0.0375192124305912
2026-01-16,ADANIENT,-0.04544247787610611,37.88384512683583,0.9721564908701705,0.011261650341625568,-0.00928131846540936
2026-01-19,ADANIENT,-0.06368979735064495,38.39648173207042,0.9716127935625642,0.011434470125975102,-0.11875669952453682
2026-01-20,ADANIENT,-0.09844264093002852,28.052805280528105,0.9702564882035457,0.013747127202324265,-0.7461045909217849
2026-01-21,ADANIENT,-0.1004382276127661,21.300138312586526,0.9680550513043754,0.013349289877350463,-0.8651288979327871
2026-01-22,ADANIENT,-0.08253814695923656,28.04754678806276,0.9668663736139478,0.015132508771015641,-0.7021848675467215
2026-01-23,ADANIENT,-0.15799457994579946,15.239210438273687,0.9642326403970904,0.027547913938592586,-2.2131095302888983
2026-01-27,ADANIENT,-0.09017040442029989,26.905311778290994,0.9627492855880668,0.030529715649242374,-1.611310833402472
2026-01-28,ADANIENT,-0.08146067415730329,31.317128321085363,0.9625825240455096,0.030951472820680604,-1.3668390310709984
2026-01-29,ADANIENT,-0.06453555709983783,32.22702551945336,0.9620197271826244,0.031107922197456606,-1.1814655025801009
2026-01-30,ADANIENT,-0.061719221659778056,35.29322394408996,0.9606854319506203,0.030920267861309577,-1.0370558714711664
2026-02-01,ADANIENT,-0.09942984285912959,34.38934122871949,0.9577631227842793,0.03162486508705674,-1.276346269427766
2026-02-02,ADANIENT,-0.06521128080202376,37.59504364967617,0.9552174059651191,0.032362954448622264,-1.0319944500157927
2026-02-03,ADANIENT,0.07177266313074782,52.43835010505362,0.9553782273838854,0.040662509295518255,-0.18321537530236387
2026-02-04,ADANIENT,0.0964472000787322,54.049962149886426,0.9561658794993835,0.040709032386102365,0.03371332604489763
2026-02-05,ADANIENT,0.07199003067484644,54.2675707674093,0.9561505809637234,0.04068983045362821,-0.04772189722505693
2026-02-06,ADANIENT,0.1942924578907843,55.00763691904867,0.9572107046759434,0.04023471469435746,0.5030713103517293
2026-02-09,ADANIENT,0.14830313855575405,61.326672862453535,0.9594617004161345,0.03972129528747042,0.47359721183988934
2026-02-10,ADANIENT,0.11716047525943751,61.4122847836203,0.9612188759216687,0.03979650309879455,0.3849618671319097
2026-02-11,ADANIENT,0.10657686212361339,59.12003943800838,0.963201855723035,0.03975104876451355,0.3467906928814254
2026-02-12,ADANIENT,0.0947337160958226,78.4079764628964,0.964788674268756,0.03983822716914718,0.7016910998602084
2026-02-13,ADANIENT,0.09975293390982087,64.96535406455973,0.9647847908466148,0.04064831165506343,0.4407950918198833
2026-02-16,ADANIENT,0.09481808158765159,65.70719602977667,0.9662269385986891,0.0408545138303664,0.48363281828653276
2026-02-17,ADANIENT,0.018296558612548974,67.52310825630582,0.970736575012485,0.04012043506334901,0.40215552348781636
2026-02-18,ADANIENT,-0.007629476707656457,64.26435406698562,0.9748894205434504,0.040189877011099835,0.3838186571108867
2026-02-19,ADANIENT,-0.0357238665832067,66.56341954468019,0.9772969292809386,0.04037150985271173,0.39475215120475887
2026-02-20,ADANIENT,-0.029464606539705285,63.84795713328868,0.9845693737021646,0.031214753899351994,0.7511973265535274
2026-02-23,ADANIENT,-0.026265499311141638,48.61970490242742,0.9906789499927322,0.02956666964736881,0.636457950727319
2026-02-24,ADANIENT,-0.020373362053491384,44.386487829110806,0.9959203799603684,0.02950132865407284,0.6275837779733522
2026-02-25,ADANIENT,-0.0012083780880774997,49.44682772634905,1.0012473100846033,0.02971742691593377,0.7966827558631867
2026-02-26,ADANIENT,0.0020797540464778663,48.88392857142857,1.0060531449354557,0.02982759958887639,0.786472682697645
2026-02-27,ADANIENT,0.01179443976411143,40.780956358321184,1.011757340154207,0.02891652381473328,0.6911524711197755
2026-03-02,ADANIENT,-0.027464982147761607,39.502427184466015,1.0157162147070469,0.028892072800183913,0.4797760567760171
2026-03-04,ADANIENT,-0.07418966516563386,35.28424976700839,1.0143278778231943,0.017292593589936314,0.38689203385945115
2026-03-05,ADANIENT,-0.05517366136034729,38.359285985567766,1.01274744259554,0.01709354908789744,0.44025975927598654
2026-03-06,ADANIENT,-0.054156813650484414,40.34351907329741,1.010148328865224,0.017604426727697266,0.3956968223588401
2026-03-09,ADANIENT,-0.07478711588300635,31.2119983785975,1.0069670702516789,0.017942918389055366,0.06073283817611069
2026-03-10,ADANIENT,-0.08877225011410317,21.859296482412034,1.003250295079096,0.017581742903133347,-0.21033552531871774
2026-03-11,ADANIENT,-0.09541914796152084,22.365038560411293,0.9994692649810113,0.017598665775936734,-0.2596137555636935
2026-03-12,ADANIENT,-0.10292602052247157,30.6962815073621,0.9960230265034905,0.018054153299313515,-0.17256402828522566
2026-03-13,ADANIENT,-0.11518678938819715,27.17714285714277,0.9927474318705961,0.018343310219477816,-0.3136804719654807
2025-03-17,ADANIPORTS,,,,,
2025-03-18,ADANIPORTS,,,,,
2025-03-19,ADANIPORTS,,,,,
2025-03-20,ADANIPORTS,,,,,
2025-03-21,ADANIPORTS,,,,,
2025-03-24,ADANIPORTS,,,,,
2025-03-25,ADANIPORTS,,,,,
2025-03-26,ADANIPORTS,,,,,
2025-03-27,ADANIPORTS,,,,,
2025-03-28,ADANIPORTS,,,,,
2025-04-01,ADANIPORTS,0.033065118937694926,,,,
2025-04-02,ADANIPORTS,0.031627545736969465,,,,
2025-04-03,ADANIPORTS,0.022496804431188844,,,,
2025-04-04,ADANIPORTS,-0.024714425240986992,,,,
2025-04-07,ADANIPORTS,-0.06573855989232824,44.34726962457338,,,
2025-04-08,ADANIPORTS,-0.05783644237175223,44.12079674448489,,,
2025-04-09,ADANIPORTS,-0.04283479216880215,40.48813868613138,,,
2025-04-11,ADANIPORTS,-0.01442958700067698,47.399193548387075,,,
2025-04-15,ADANIPORTS,0.011740129517443076,53.888299752562745,,,
2025-04-16,ADANIPORTS,0.04222494610930294,55.47781569965872,,,
2025-04-17,ADANIPORTS,0.07205788465631002,62.77602523659305,,0.019934807335853982,
2025-04-21,ADANIPORTS,0.03985946714626287,59.71257106759317,,0.020057767931817027,
2025-04-22,ADANIPORTS,0.02775231269272438,55.853541030994066,,0.02010281194891779,
2025-04-23,ADANIPORTS,0.07902642922453951,59.25193606854504,,0.020107872137210204,
2025-04-24,ADANIPORTS,0.1132219871246567,60.34569558650783,,0.020068299383159093,
2025-04-25,ADANIPORTS,0.054492420559508536,49.61796351161702,,0.02161270258878951,
2025-04-28,ADANIPORTS,0.06900512458031471,51.50105073551486,,0.02152713111984006,
2025-04-29,ADANIPORTS,0.044523635739126766,61.81218538448191,,0.02153911783711444,
2025-04-30,ADANIPORTS,0.004707631318136896,71.1319624675584,,0.021379880331860692,
2025-05-02,ADANIPORTS,0.027739476032119237,74.2108079186731,,0.022976811838598638,
